Header Size:  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Interval:  0.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampling Rate:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Count:  976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Serial Number:  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Info:  en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,CHANNEL8,CHANNEL9,CHANNEL10,CHANNEL11,CHANNEL12,CHANNEL13,CHANNEL14,CHANNEL15,CHANNEL16,CHANNEL17,CHANNEL18,CHANNEL19,CHANNEL20,CHANNEL21,CHANNEL22,CHANNEL23,CHANNEL24,CHANNEL25,CHANNEL26,CHANNEL27,CHANNEL28,CHANNEL29,CHANNEL30,CHANNEL31,Events
456,42:47.1,21.2113,21.297,22.0927,21.6626,21.4536,21.4618,21.5255,21.3495,21.8176,21.6595,21.7193,21.4643,21.8957,21.4008,22.446,0.0816,-0.7935,21.468,22.2862,21.8213,21.6686,21.6415,21.6571,21.3524,21.4821,21.494,21.646,21.4514,21.6655,21.4085,21.5342,21.5266,
457,42:47.4,21.2006,21.2982,22.0968,21.6672,21.4434,21.4607,21.5121,21.3409,21.8169,21.6569,21.7177,21.4726,21.891,21.3994,22.4501,0.0813,-0.7975,21.4624,22.2783,21.8257,21.6702,21.6452,21.649,21.3475,21.483,21.4919,21.6474,21.456,21.6646,21.4136,21.5358,21.5282,
458,42:47.8,21.1953,21.3058,22.0904,21.663,21.4497,21.4632,21.5315,21.3469,21.815,21.6682,21.7216,21.4691,21.8919,21.4003,22.4492,0.0811,-0.801,21.4703,22.2883,21.8222,21.6674,21.6482,21.6504,21.351,21.4897,21.4977,21.6497,21.4542,21.6743,21.4161,21.5342,21.521,
459,42:48.1,21.1995,21.2966,22.0941,21.6605,21.4543,21.4623,21.526,21.3439,21.8116,21.6641,21.7172,21.4691,21.8922,21.3978,22.4446,0.0812,-0.8026,21.4687,22.2874,21.8116,21.6651,21.636,21.6527,21.354,21.486,21.491,21.649,21.4514,21.6739,21.4127,21.5365,21.5219,
460,42:48.4,21.1981,21.3065,22.0936,21.6621,21.4464,21.4621,21.5271,21.3409,21.8097,21.6634,21.7214,21.4751,21.8961,21.3957,22.4585,0.0813,-0.8054,21.468,22.2883,21.8211,21.6707,21.6501,21.6541,21.3471,21.4814,21.4935,21.6471,21.4514,21.6732,21.4092,21.5365,21.5303,
461,42:48.8,21.1992,21.3023,22.0922,21.6589,21.4483,21.4551,21.5317,21.3439,21.8102,21.6682,21.7193,21.4629,21.9007,21.3973,22.448,0.0814,-0.809,21.4682,22.2904,21.8097,21.6815,21.6471,21.6587,21.3408,21.4846,21.4916,21.6499,21.4593,21.6766,21.4141,21.5349,21.5175,
462,42:49.1,21.2008,21.301,22.0892,21.6552,21.4543,21.4542,21.5345,21.3356,21.8069,21.6615,21.7251,21.4795,21.8947,21.3957,22.4427,0.0816,-0.8126,21.4701,22.2869,21.8167,21.6727,21.6293,21.652,21.3556,21.4881,21.4919,21.6478,21.4431,21.6706,21.4009,21.5368,21.5219,
463,42:49.4,21.1957,21.3035,22.0971,21.6591,21.4441,21.4553,21.532,21.3342,21.8155,21.6662,21.7219,21.4756,21.8943,21.4054,22.4524,0.0817,-0.8159,21.4696,22.2885,21.8146,21.6718,21.6341,21.6485,21.3482,21.4925,21.4852,21.6423,21.4451,21.6621,21.4023,21.5363,21.5141,
464,42:49.8,21.199,21.3049,22.0975,21.6626,21.4485,21.459,21.5301,21.3395,21.8132,21.6657,21.7258,21.4811,21.8954,21.4052,22.4548,0.0818,-0.8193,21.4719,22.2823,21.8097,21.6769,21.6388,21.6569,21.3536,21.4966,21.4944,21.6562,21.4535,21.6773,21.3967,21.5289,21.5155,
465,42:50.1,21.2066,21.3095,22.0943,21.6531,21.4427,21.4565,21.528,21.3453,21.8136,21.6696,21.7219,21.4793,21.9021,21.41,22.4423,0.0822,-0.8217,21.4842,22.2955,21.8183,21.6769,21.6487,21.6553,21.3536,21.5031,21.4926,21.6467,21.4556,21.6824,21.4076,21.54,21.5136,
466,42:50.4,21.2013,21.3063,22.0987,21.6619,21.4506,21.454,21.5299,21.3381,21.8072,21.6655,21.7221,21.4809,21.894,21.3881,22.4427,0.0826,-0.8258,21.4752,22.2941,21.8132,21.6801,21.6378,21.6485,21.3494,21.5059,21.4986,21.6525,21.4581,21.6857,21.4016,21.54,21.5182,
467,42:50.8,21.2052,21.3142,22.0992,21.6628,21.4522,21.4611,21.5313,21.3409,21.8079,21.6731,21.7209,21.4865,21.8961,21.3962,22.4471,0.0828,-0.8305,21.4805,22.2911,21.8162,21.6845,21.6383,21.6499,21.3503,21.5029,21.4882,21.646,21.4532,21.6882,21.4048,21.5435,21.5134,
468,42:51.1,21.211,21.3056,22.1019,21.6545,21.4587,21.4519,21.5294,21.339,21.803,21.6676,21.7175,21.4874,21.8982,21.4006,22.448,0.0832,-0.8325,21.474,22.2924,21.8174,21.6801,21.6378,21.6527,21.3596,21.5024,21.4898,21.6434,21.4553,21.6882,21.3939,21.537,21.5067,
469,42:51.4,21.2022,21.3123,22.0948,21.6535,21.4492,21.4588,21.5331,21.3448,21.8076,21.671,21.7251,21.4948,21.9014,21.3955,22.4515,0.0837,-0.836,21.4793,22.289,21.819,21.6831,21.6369,21.6518,21.3554,21.5057,21.4974,21.6469,21.4546,21.688,21.406,21.5432,21.5145,
470,42:51.8,21.2041,21.3079,22.1031,21.6542,21.451,21.4496,21.528,21.3448,21.8016,21.6602,21.7209,21.4853,21.8973,21.3938,22.4409,0.0841,-0.8408,21.484,22.2964,21.8273,21.6785,21.6353,21.6564,21.3621,21.501,21.499,21.6434,21.4438,21.6958,21.4071,21.5414,21.5111,
471,42:52.1,21.2027,21.3111,22.095,21.6535,21.4386,21.4544,21.5327,21.3365,21.8088,21.6574,21.7283,21.4839,21.8963,21.3955,22.4485,0.0847,-0.8456,21.4726,22.2968,21.8289,21.6896,21.642,21.6536,21.3506,21.5047,21.5011,21.6379,21.4579,21.6896,21.4057,21.5391,21.512,
472,42:52.4,21.1988,21.3079,22.0869,21.6561,21.4453,21.4417,21.5278,21.3395,21.8155,21.6632,21.7212,21.4885,21.895,21.3945,22.4476,0.0853,-0.8473,21.4856,22.2948,21.8215,21.6889,21.6314,21.6488,21.3475,21.5061,21.4972,21.6478,21.4542,21.6852,21.4041,21.5372,21.5034,
473,42:52.8,21.2025,21.3116,22.0957,21.6589,21.439,21.4431,21.525,21.3386,21.8208,21.6636,21.7258,21.4879,21.897,21.3973,22.4381,0.0859,-0.8486,21.4798,22.2862,21.8273,21.6892,21.6302,21.6495,21.3563,21.4922,21.5016,21.6386,21.4556,21.694,21.3995,21.5435,21.4949,
474,42:53.1,21.1951,21.3067,22.0959,21.651,21.4406,21.4428,21.5371,21.336,21.8046,21.6629,21.7246,21.4842,21.9014,21.3925,22.4457,0.0865,-0.8515,21.4858,22.2973,21.837,21.685,21.6316,21.6516,21.3575,21.501,21.4986,21.6418,21.4465,21.685,21.402,21.5345,21.5016,
475,42:53.4,21.1939,21.3104,22.0943,21.6589,21.4448,21.4426,21.5327,21.3365,21.8201,21.6565,21.7267,21.486,21.9026,21.392,22.4413,0.0871,-0.8531,21.4715,22.2908,21.8176,21.6825,21.632,21.6543,21.348,21.4929,21.4933,21.6423,21.4498,21.7,21.3997,21.54,21.4912,
476,42:53.8,21.2045,21.313,22.0992,21.6575,21.4392,21.4364,21.5267,21.3374,21.8208,21.6608,21.7249,21.4784,21.9054,21.3811,22.4342,0.0876,-0.8556,21.4796,22.3005,21.8322,21.6836,21.62,21.6594,21.348,21.4922,21.4965,21.6388,21.4525,21.6984,21.4057,21.5456,21.4942,
477,42:54.1,21.1997,21.3051,22.0848,21.6524,21.4381,21.4361,21.5299,21.3395,21.8099,21.6539,21.7228,21.4848,21.904,21.3855,22.437,0.0885,-0.8563,21.4854,22.3022,21.8296,21.6788,21.6288,21.6518,21.3612,21.499,21.5041,21.6381,21.4519,21.6947,21.4057,21.5386,21.4958,
478,42:54.4,21.1939,21.3028,22.0837,21.6596,21.4441,21.4472,21.5315,21.3351,21.8146,21.6634,21.7263,21.4842,21.897,21.3876,22.4346,0.0894,-0.8578,21.4775,22.2985,21.8252,21.682,21.6325,21.6509,21.3462,21.4999,21.499,21.6363,21.4611,21.7021,21.4004,21.5435,21.4921,
479,42:54.8,21.2008,21.3042,22.0918,21.6554,21.4392,21.441,21.5243,21.3418,21.8201,21.6539,21.7281,21.4802,21.9084,21.3871,22.4235,0.0902,-0.8599,21.4761,22.2952,21.8287,21.6781,21.63,21.6492,21.3459,21.495,21.5002,21.6441,21.4535,21.6921,21.3993,21.5426,21.4856,
480,42:55.1,21.1983,21.31,22.0996,21.6681,21.4374,21.4334,21.5278,21.3374,21.8224,21.6599,21.7263,21.4853,21.8991,21.3837,22.4259,0.0912,-0.8622,21.4775,22.3029,21.8225,21.6855,21.6334,21.6608,21.3471,21.5038,21.5032,21.6441,21.465,21.6991,21.406,21.5428,21.4771,
481,42:55.4,21.1955,21.3056,22.0955,21.6644,21.4441,21.4375,21.5264,21.3423,21.8248,21.6687,21.7314,21.4911,21.9058,21.389,22.433,0.0922,-0.8627,21.4777,22.2989,21.8197,21.6857,21.6267,21.6608,21.3506,21.4955,21.4905,21.6307,21.4479,21.703,21.403,21.5365,21.4754,
482,42:55.8,21.199,21.3081,22.0943,21.6716,21.4397,21.4389,21.525,21.3393,21.8308,21.6571,21.7233,21.4855,21.9118,21.3876,22.4333,0.093,-0.8617,21.4731,22.2985,21.8225,21.6811,21.6276,21.6583,21.3543,21.4934,21.5032,21.6372,21.4588,21.71,21.4023,21.5488,21.4805,
483,42:56.1,21.2001,21.3035,22.0962,21.6679,21.4374,21.4373,21.532,21.3351,21.8271,21.6581,21.7293,21.4747,21.9095,21.3876,22.4333,0.0941,-0.861,21.4736,22.2924,21.8243,21.6831,21.6182,21.6634,21.3445,21.4906,21.4981,21.6432,21.465,21.6993,21.4039,21.5423,21.4819,
484,42:56.4,21.1971,21.2975,22.0922,21.6767,21.4332,21.4378,21.5239,21.3367,21.8261,21.665,21.73,21.4742,21.9125,21.3867,22.4305,0.0952,-0.863,21.4722,22.3012,21.8262,21.6855,21.6214,21.6601,21.348,21.4895,21.4898,21.6365,21.4627,21.7102,21.4034,21.5423,21.4717,
485,42:56.8,21.1925,21.3125,22.0945,21.6746,21.4348,21.4461,21.5257,21.3397,21.8259,21.6648,21.7374,21.4837,21.9068,21.385,22.437,0.0961,-0.8616,21.4807,22.3066,21.8241,21.6813,21.6189,21.6624,21.3496,21.501,21.5034,21.6351,21.4711,21.7144,21.4131,21.5379,21.4722,
486,42:57.1,21.1916,21.3049,22.0945,21.6714,21.4392,21.4331,21.529,21.3346,21.8257,21.6634,21.7353,21.4758,21.9031,21.3788,22.4344,0.0971,-0.8606,21.4694,22.2971,21.8169,21.6813,21.6175,21.6636,21.3482,21.4992,21.4965,21.6395,21.4699,21.7134,21.4076,21.5453,21.4687,
487,42:57.4,21.1967,21.3079,22.0925,21.6646,21.4346,21.4327,21.5183,21.3242,21.8169,21.6514,21.7314,21.4717,21.9072,21.3781,22.4238,0.0981,-0.8594,21.455,22.2957,21.8195,21.6899,21.6191,21.6608,21.3434,21.4959,21.5023,21.6379,21.4537,21.7095,21.4134,21.5439,21.4683,
488,42:57.8,21.1937,21.2996,22.0839,21.6684,21.4339,21.4273,21.5223,21.3344,21.8259,21.6581,21.73,21.4767,21.9026,21.3804,22.4349,0.099,-0.8564,21.4581,22.2961,21.8162,21.6746,21.62,21.6555,21.3441,21.4969,21.4979,21.637,21.4625,21.7051,21.4085,21.5453,21.4715,
489,42:58.1,21.1937,21.3023,22.0853,21.673,21.4353,21.4366,21.5216,21.3305,21.8222,21.6553,21.7283,21.4777,21.907,21.3793,22.4312,0.1,-0.8541,21.456,22.3045,21.8169,21.6584,21.6172,21.6622,21.3524,21.5013,21.5018,21.6353,21.4662,21.712,21.4136,21.5481,21.4715,
490,42:58.4,21.1948,21.2933,22.0855,21.6721,21.4311,21.4371,21.522,21.3314,21.8319,21.6576,21.7351,21.4714,21.9026,21.3827,22.4286,0.1008,-0.8518,21.4546,22.3019,21.8178,21.6649,21.6182,21.6634,21.3462,21.5098,21.499,21.6497,21.4655,21.7116,21.4164,21.5405,21.4757,
491,42:58.8,21.1951,21.2982,22.0874,21.6822,21.4367,21.4371,21.5223,21.33,21.8259,21.6571,21.7263,21.4675,21.9012,21.3753,22.4323,0.1017,-0.8493,21.4539,22.3047,21.819,21.6586,21.6191,21.6638,21.3457,21.502,21.4933,21.6439,21.4625,21.7134,21.4094,21.5472,21.4627,
492,42:59.1,21.1981,21.2871,22.0904,21.6693,21.43,21.4336,21.5174,21.3326,21.8294,21.6602,21.7318,21.4687,21.9132,21.383,22.4275,0.1027,-0.8451,21.4544,22.3029,21.8104,21.6552,21.6115,21.6534,21.3413,21.5071,21.5039,21.6478,21.4664,21.7162,21.4117,21.5395,21.4629,
493,42:59.4,21.2066,21.2926,22.0888,21.6804,21.4372,21.4338,21.5216,21.3291,21.8217,21.6571,21.7378,21.4668,21.9074,21.373,22.4349,0.1037,-0.8404,21.4479,22.3015,21.8128,21.6565,21.6147,21.6506,21.3422,21.5047,21.4974,21.639,21.4768,21.7069,21.4115,21.5405,21.4699,
494,42:59.8,21.1923,21.294,22.0908,21.6774,21.4392,21.4391,21.5179,21.3333,21.8363,21.6592,21.7323,21.4663,21.901,21.3837,22.4326,0.105,-0.8364,21.4541,22.3049,21.806,21.657,21.6138,21.6432,21.3388,21.498,21.4905,21.6474,21.4683,21.7167,21.4099,21.5465,21.4562,
495,43:00.1,21.1983,21.2799,22.0864,21.6716,21.4309,21.4368,21.5158,21.3252,21.8257,21.6527,21.7341,21.4617,21.8998,21.3675,22.4222,0.1062,-0.8319,21.4458,22.2971,21.8204,21.6621,21.6212,21.6541,21.3364,21.5087,21.4891,21.6481,21.4741,21.715,21.4131,21.5474,21.4683,
496,43:00.4,21.19,21.2797,22.0846,21.6737,21.4314,21.4359,21.5146,21.3275,21.8243,21.6583,21.7337,21.4569,21.907,21.3732,22.433,0.1069,-0.8265,21.4493,22.3031,21.8225,21.6716,21.6237,21.6555,21.3517,21.5084,21.4923,21.6562,21.4764,21.7206,21.4164,21.5548,21.4553,
497,43:00.8,21.1962,21.2794,22.0853,21.6778,21.4342,21.4394,21.5169,21.3337,21.8305,21.6578,21.732,21.4543,21.8966,21.3675,22.4289,0.1071,-0.8207,21.4395,22.3017,21.8118,21.6755,21.6191,21.6543,21.3381,21.5064,21.4812,21.6476,21.4713,21.7162,21.4178,21.5608,21.4592,
498,43:01.1,21.1946,21.2771,22.0874,21.6804,21.4328,21.4359,21.513,21.3321,21.8301,21.6507,21.7327,21.4608,21.8984,21.3645,22.4196,0.1073,-0.816,21.443,22.2971,21.8137,21.6757,21.6177,21.6495,21.3515,21.5096,21.4815,21.6552,21.4764,21.7255,21.4113,21.5486,21.4553,
499,43:01.4,21.1893,21.2695,22.0864,21.6718,21.4355,21.4336,21.5084,21.3388,21.8335,21.6534,21.7371,21.4555,21.8961,21.3688,22.43,0.1069,-0.8095,21.4405,22.2952,21.8086,21.6781,21.614,21.6416,21.3429,21.5043,21.459,21.6534,21.4773,21.7169,21.406,21.5513,21.4659,
500,43:01.8,21.1946,21.2662,22.0848,21.6684,21.4399,21.4396,21.5153,21.3377,21.8361,21.6571,21.736,21.4541,21.8922,21.3716,22.4254,0.1062,-0.8046,21.4395,22.2945,21.803,21.672,21.6094,21.6479,21.3404,21.5084,21.4458,21.6525,21.4773,21.7157,21.4101,21.549,21.4671,
501,43:02.1,21.193,21.2679,22.0888,21.6799,21.4411,21.435,21.5139,21.3351,21.8291,21.6565,21.7415,21.4531,21.8862,21.3721,22.4293,0.1055,-0.7984,21.4493,22.301,21.8206,21.6875,21.6207,21.6548,21.3422,21.5124,21.437,21.6582,21.4801,21.7248,21.4175,21.5562,21.4669,
502,43:02.4,21.1879,21.276,22.0857,21.6727,21.4439,21.4403,21.5116,21.3335,21.8264,21.6629,21.73,21.4538,21.8806,21.3756,22.4284,0.105,-0.7905,21.4435,22.2899,21.8023,21.6862,21.6147,21.6506,21.3408,21.504,21.4241,21.6645,21.4768,21.7174,21.4117,21.5557,21.4574,
503,43:02.8,21.1897,21.272,22.0844,21.6704,21.4381,21.4403,21.5105,21.3404,21.831,21.6569,21.7367,21.4541,21.882,21.3721,22.4228,0.1046,-0.7831,21.4435,22.2857,21.8007,21.685,21.6316,21.6465,21.3459,21.5066,21.4148,21.6663,21.4845,21.7292,21.4124,21.5583,21.4646,
504,43:03.1,21.1914,21.2679,22.0813,21.6822,21.4365,21.4264,21.5068,21.343,21.8287,21.6527,21.7353,21.4474,21.8672,21.3751,22.4349,0.1043,-0.7747,21.4458,22.2927,21.8028,21.6866,21.6216,21.6476,21.3489,21.5054,21.413,21.6659,21.4741,21.7206,21.4152,21.5523,21.4743,
505,43:03.4,21.1976,21.273,22.0827,21.6707,21.4399,21.4338,21.5093,21.3268,21.8208,21.6541,21.7388,21.4446,21.8538,21.3665,22.4365,0.1037,-0.7682,21.4504,22.2948,21.8056,21.694,21.626,21.6499,21.3475,21.5006,21.4102,21.6617,21.481,21.7234,21.4099,21.5578,21.4715,
506,43:03.8,21.1904,21.2718,22.0742,21.6688,21.4383,21.438,21.5095,21.3379,21.8254,21.6555,21.729,21.4446,21.8517,21.3677,22.424,0.1028,-0.759,21.4513,22.2885,21.8093,21.6864,21.6196,21.6548,21.3327,21.4876,21.4042,21.6656,21.4842,21.7285,21.4185,21.5525,21.475,
507,43:04.1,21.1791,21.2762,22.0797,21.666,21.4402,21.4294,21.5174,21.3339,21.8229,21.6539,21.7355,21.4423,21.8383,21.3737,22.4233,0.102,-0.7501,21.4451,22.2883,21.7993,21.6873,21.6223,21.6511,21.3406,21.4777,21.4086,21.661,21.4796,21.7167,21.4087,21.5571,21.4812,
508,43:04.4,21.1893,21.2797,22.0864,21.6563,21.4372,21.4276,21.5028,21.3409,21.8268,21.6532,21.7367,21.4416,21.8186,21.3607,22.4282,0.1011,-0.7427,21.4571,22.292,21.8026,21.6866,21.6209,21.6578,21.3353,21.47,21.4125,21.6735,21.4727,21.725,21.4166,21.5638,21.4798,
509,43:04.8,21.1846,21.2709,22.0802,21.6589,21.433,21.4313,21.5109,21.3358,21.8113,21.6569,21.7314,21.4305,21.8117,21.3723,22.4302,0.1,-0.7356,21.4622,22.2948,21.8014,21.6785,21.6175,21.6654,21.3332,21.4693,21.4199,21.6721,21.4847,21.7224,21.4166,21.5668,21.4854,
510,43:05.1,21.1805,21.2748,22.0804,21.6535,21.4416,21.429,21.5105,21.3323,21.8088,21.656,21.7348,21.4346,21.7964,21.3769,22.4245,0.0993,-0.7268,21.4636,22.2987,21.8047,21.6811,21.6221,21.6615,21.3388,21.4638,21.4273,21.6687,21.4866,21.725,21.4194,21.5692,21.4678,
511,43:05.4,21.149,21.2746,22.0867,21.6579,21.4342,21.4368,21.5176,21.3356,21.8079,21.6456,21.7274,21.4275,21.7923,21.3716,22.4166,0.0984,-0.7164,21.4675,22.2945,21.8053,21.6815,21.6209,21.6553,21.3415,21.4564,21.4363,21.6784,21.4951,21.7206,21.4152,21.5629,21.4696,
512,43:05.8,21.14,21.2706,22.0883,21.6519,21.4409,21.4433,21.5114,21.3293,21.8056,21.6558,21.7378,21.4282,21.7821,21.3744,22.4346,0.0976,-0.7067,21.4636,22.2992,21.8035,21.679,21.6253,21.6666,21.339,21.4596,21.4414,21.677,21.4889,21.7204,21.4231,21.5664,21.4655,
513,43:06.1,21.1448,21.2778,22.0855,21.6496,21.4397,21.432,21.507,21.3346,21.8067,21.6537,21.7302,21.4182,21.7791,21.3728,22.4196,0.0971,-0.6977,21.4777,22.3003,21.7998,21.6774,21.623,21.6668,21.3341,21.455,21.441,21.6842,21.4886,21.7192,21.4164,21.5726,21.4683,
514,43:06.4,21.1569,21.2665,22.0823,21.6498,21.4388,21.4304,21.5063,21.3423,21.8099,21.6548,21.7445,21.4189,21.7816,21.3844,22.4363,0.0963,-0.6887,21.477,22.3093,21.8003,21.6626,21.6286,21.6687,21.3297,21.4636,21.4451,21.671,21.4845,21.7146,21.4129,21.568,21.4627,
515,43:06.8,21.146,21.2801,22.0841,21.6491,21.4369,21.4345,21.5042,21.3316,21.8136,21.6541,21.7362,21.4261,21.7812,21.3806,22.43,0.0955,-0.6801,21.4708,22.3035,21.8003,21.6572,21.623,21.6768,21.3309,21.4721,21.4431,21.674,21.4877,21.7241,21.4129,21.5722,21.4491,
516,43:07.1,21.1388,21.2739,22.0783,21.6448,21.4348,21.4269,21.5021,21.3356,21.8007,21.6555,21.7395,21.4235,21.7629,21.376,22.4291,0.095,-0.6693,21.4796,22.3061,21.8014,21.6549,21.6209,21.6715,21.3304,21.4622,21.4505,21.6717,21.4942,21.7169,21.4129,21.5645,21.4514,
517,43:07.4,21.1481,21.2829,22.0779,21.642,21.4427,21.4364,21.5081,21.3427,21.8035,21.6604,21.7418,21.4258,21.7719,21.385,22.4328,0.0946,-0.6595,21.4812,22.307,21.804,21.657,21.6193,21.6754,21.342,21.4585,21.4474,21.6786,21.4863,21.7187,21.4145,21.5694,21.4507,
518,43:07.8,21.149,21.2753,22.0753,21.6424,21.4406,21.4345,21.5081,21.3386,21.8088,21.6523,21.7408,21.4173,21.7809,21.3811,22.4379,0.0941,-0.6506,21.4844,22.2931,21.7996,21.6542,21.6228,21.674,21.3327,21.4633,21.4458,21.6758,21.5009,21.7116,21.4141,21.571,21.4458,
519,43:08.1,21.1485,21.2864,22.0862,21.6443,21.4362,21.4403,21.5003,21.3374,21.8134,21.6544,21.7378,21.4217,21.7737,21.3862,22.4284,0.0936,-0.6418,21.4782,22.2994,21.8012,21.6503,21.6214,21.6698,21.3283,21.4631,21.4555,21.6765,21.4826,21.7116,21.4212,21.5643,21.4491,
520,43:08.4,21.1423,21.2871,22.079,21.6508,21.4316,21.4257,21.5051,21.3416,21.8039,21.6539,21.7341,21.4157,21.7726,21.3934,22.4356,0.0929,-0.6329,21.4886,22.2982,21.7989,21.6681,21.6207,21.6823,21.3452,21.4624,21.456,21.6788,21.4866,21.7153,21.4182,21.5611,21.4405,
521,43:08.8,21.143,21.2889,22.0779,21.642,21.4392,21.4266,21.5091,21.3414,21.8113,21.6375,21.736,21.4217,21.7772,21.379,22.4321,0.0923,-0.6243,21.4828,22.2982,21.804,21.6413,21.6246,21.6835,21.3318,21.4589,21.4583,21.6825,21.4986,21.713,21.4208,21.5627,21.4433,
522,43:09.1,21.1455,21.2868,22.0809,21.6373,21.4335,21.4345,21.5063,21.3351,21.806,21.6539,21.7445,21.4219,21.7717,21.392,22.4356,0.0917,-0.6173,21.4828,22.2945,21.8042,21.6538,21.6293,21.6828,21.3397,21.443,21.4574,21.6918,21.4907,21.7155,21.4173,21.5592,21.4433,
523,43:09.4,21.1404,21.2892,22.0871,21.6376,21.4286,21.4315,21.5051,21.3411,21.8113,21.6502,21.7316,21.4164,21.7705,21.3934,22.43,0.091,-0.6089,21.4895,22.2894,21.8086,21.6429,21.6223,21.6835,21.336,21.4545,21.4616,21.6997,21.4905,21.7164,21.4198,21.5717,21.4368,
524,43:09.8,21.1559,21.2961,22.0797,21.639,21.4344,21.4338,21.5107,21.3395,21.8113,21.6497,21.7464,21.4201,21.7823,21.3925,22.4386,0.0903,-0.6024,21.4717,22.2904,21.7956,21.6408,21.6283,21.6717,21.3385,21.4432,21.4537,21.6969,21.4937,21.7155,21.4178,21.5703,21.431,
525,43:10.1,21.1418,21.2977,22.0809,21.6422,21.4379,21.4371,21.5051,21.3383,21.8187,21.6523,21.7406,21.4147,21.7805,21.3941,22.4395,0.0897,-0.5953,21.4736,22.2911,21.8014,21.6325,21.6279,21.6805,21.3311,21.4518,21.4553,21.6994,21.4849,21.7058,21.4113,21.5668,21.4289,
526,43:10.4,21.1397,21.2947,22.0809,21.6401,21.4413,21.4452,21.5019,21.3411,21.8243,21.647,21.7327,21.4154,21.7828,21.4001,22.4286,0.0888,-0.589,21.4749,22.2756,21.8026,21.6394,21.6279,21.6777,21.3339,21.4652,21.456,21.6987,21.4861,21.7102,21.4201,21.5675,21.4338,
527,43:10.8,21.1455,21.3,22.0765,21.6408,21.4411,21.4403,21.4994,21.3416,21.8326,21.6592,21.7378,21.424,21.7835,21.4054,22.4335,0.0883,-0.584,21.4703,22.2867,21.8102,21.6473,21.6272,21.6846,21.3355,21.4811,21.4611,21.7045,21.4833,21.7046,21.4168,21.5662,21.4273,
528,43:11.1,21.1434,21.3042,22.0723,21.6429,21.4346,21.4435,21.5107,21.339,21.8236,21.6467,21.7362,21.414,21.7731,21.401,22.4337,0.088,-0.5787,21.4687,22.2818,21.8047,21.6494,21.6249,21.686,21.3427,21.4842,21.4657,21.7038,21.4803,21.7137,21.4235,21.5724,21.4366,
529,43:11.4,21.1453,21.294,22.0802,21.6413,21.4256,21.4412,21.5007,21.3411,21.8261,21.6532,21.7388,21.4122,21.7835,21.4012,22.4353,0.0877,-0.5739,21.468,22.2869,21.8074,21.6561,21.6279,21.6856,21.3418,21.4941,21.4549,21.7087,21.4773,21.7197,21.4178,21.5722,21.4238,
530,43:11.8,21.1441,21.3005,22.0758,21.6411,21.4379,21.4403,21.5074,21.3372,21.8354,21.65,21.7351,21.4245,21.7879,21.4077,22.4312,0.0875,-0.5699,21.4743,22.2809,21.8102,21.648,21.6281,21.6849,21.3341,21.4899,21.4625,21.7052,21.4724,21.7106,21.4113,21.5645,21.4176,
531,43:12.1,21.1483,21.3056,22.077,21.6487,21.4402,21.4375,21.5058,21.3414,21.8375,21.6509,21.7348,21.4187,21.786,21.4114,22.4365,0.0876,-0.5654,21.4627,22.2811,21.8215,21.6572,21.6242,21.6869,21.3297,21.4804,21.453,21.7145,21.4715,21.7113,21.4229,21.5694,21.4285,
532,43:12.4,21.1393,21.2977,22.0855,21.6404,21.4416,21.4396,21.5031,21.3363,21.8389,21.6493,21.7395,21.4129,21.7765,21.4022,22.4335,0.0877,-0.564,21.4694,22.2753,21.8044,21.6609,21.6242,21.6925,21.336,21.4918,21.4562,21.7071,21.4553,21.7095,21.4136,21.5685,21.4317,
533,43:12.8,21.1418,21.2959,22.0776,21.6413,21.4376,21.4384,21.5155,21.3437,21.8333,21.6525,21.7367,21.4154,21.7883,21.4033,22.4402,0.0875,-0.5614,21.4631,22.2733,21.8033,21.6556,21.6276,21.6742,21.3216,21.4779,21.4542,21.6902,21.4475,21.7079,21.4164,21.5719,21.4298,
534,43:13.1,21.1328,21.2996,22.0795,21.6383,21.4409,21.4375,21.5123,21.3395,21.8384,21.646,21.7314,21.4194,21.7918,21.4121,22.4358,0.0878,-0.552,21.4703,22.2781,21.8107,21.672,21.633,21.6874,21.3323,21.4874,21.4565,21.6969,21.456,21.6998,21.4164,21.5692,21.419,
535,43:13.4,21.1349,21.2954,22.0837,21.6464,21.4441,21.4403,21.5079,21.3381,21.8365,21.6539,21.7404,21.4205,21.7932,21.4193,22.4397,0.0878,-0.5474,21.4585,22.2881,21.8033,21.6753,21.6297,21.6673,21.3307,21.4804,21.4627,21.6883,21.4419,21.7012,21.405,21.5694,21.4208,
